Item #,Description,Date Created,Due Date,Work Order #,Work Order Type,Status,Customer Name,SAPMaterial,Press,Press Priority,CSR,Sales Order,Quantity
I-030977,OptiCleanseGHI Vanilla SSF Carton 092321,2021-11-02,2021-12-02,9440,Internal,Shipping,XYMO Print,200084523,HP Indigo 30000,3 - MEDIUM,Edward.Aponte@xymoprint.com,,20000
I-004743-49,Business Cards (staff),2021-11-03,2021-11-09,9480,Internal,Shipping,XYMO Print,300081286,HP Indigo 7900,3 - MEDIUM,Edward.Aponte@xymoprint.com,,500
I-029982-01,ZDL-SLIMGENICS001-CQO50,2021-11-03,2021-11-05,9483,Internal,Scheduling,XYMO Print,200080360,,,,,24
I-031315,ZMP-HELMPA-02,2021-11-08,2021-11-22,9578,Internal,Shipping,XYMO Print,200084092,HP Indigo 30000,3 - MEDIUM,Edward.Aponte@xymoprint.com,,300
I-010356-03,XymoDine  90c  Labels - unwind #3,2021-11-08,2021-11-19,9579,Internal,Shipping,XYMO Print,200003748,HP Indigo 6800B,3 - MEDIUM,,,1300
I-031316,ZMP-IGNAD-01,2021-11-08,2021-11-22,9580,Internal,Shipping,XYMO Print,200084882,HP Indigo 30000,3 - MEDIUM,Edward.Aponte@xymoprint.com,,300
I-011380-02,LipotropiX 120 C Label 072420,2021-11-09,2021-11-23,9613,Internal,Shipping,XYMO Print,200082216,HP Indigo 30000,3 - MEDIUM,,,2000
I-018322-08,ZDL-SLIMGENICS001-XYMOZY,2021-11-10,2021-11-17,9642,Internal,Scheduling,XYMO Print,200080926,,,,,24
I-003213-05,ZMP-NEPUE-01,2021-11-10,2021-11-24,9648,Internal,Shipping,XYMO Print,200058281,HP Indigo 6800B,3 - MEDIUM,Edward.Aponte@xymoprint.com,,2000
I-027894-01,ATP Ignite Citrus Carton 081321,2021-11-10,2021-12-08,9658,Internal,Shipping,XYMO Print,200084356,HP Indigo 30000,3 - MEDIUM,Edward.Aponte@xymoprint.com,,1000
I-013057-02,ProbioMax Daily DF 30 C Carton 090920,2021-11-10,2021-12-08,9659,Internal,Shipping,XYMO Print,200082495,HP Indigo 30000,3 - MEDIUM,Edward.Aponte@xymoprint.com,,20000
I-008382-01,OptiMetaboliX 2-1 Van 10 Serv Carton,2021-11-10,2021-12-08,9660,Internal,Shipping,XYMO Print,200082025,HP Indigo 30000,3 - MEDIUM,Edward.Aponte@xymoprint.com,,1500
I-019834-01,OSAplex MK-7 Printed Carton,2021-11-10,2021-12-08,9661,Internal,Shipping,XYMO Print,200003581,HP Indigo 30000,3 - MEDIUM,Edward.Aponte@xymoprint.com,,3500
I-008579-01,OptiMetaboliX 2-1 Van SSP Film,2021-11-10,2021-12-08,9662,Internal,Finishing,XYMO Print,200082026,HP Indigo 6800A,3 - MEDIUM,,,40000
I-027902-01,ATP Ignite Citrus Film 081321,2021-11-10,2021-12-08,9663,Internal,Shipping,XYMO Print,200084357,HP Indigo 6800B,3 - MEDIUM,,,40000
I-012271-02,OSAplex MK-7 Unit Dose Film 032221,2021-11-10,2021-12-08,9664,Internal,Shipping,XYMO Print,200083354,HP Indigo 6800B,3 - MEDIUM,,,400000
I-031473,ZMP-10192703-01,2021-11-11,2021-11-25,9671,Internal,Shipping,XYMO Print,200084620,HP Indigo 6800B,3 - MEDIUM,Edward.Aponte@xymoprint.com,,300
I-031474,FIT Food Lean Com Choc SSF 10 CARTON CAL,2021-11-11,2021-12-11,9684,Internal,Shipping,XYMO Print,200081458,HP Indigo 30000,3 - MEDIUM,Edward.Aponte@xymoprint.com,,500
I-031475,OptiMag 125 240 C Label 092921,2021-11-11,2021-11-23,9685,Internal,Shipping,XYMO Print,200084570,HP Indigo 6800B,3 - MEDIUM,,,12000
I-019013-01,Canada ProteoXyme 100c Labels,2021-11-11,2021-11-23,9687,Internal,Shipping,XYMO Print,200003346,HP Indigo 6800B,3 - MEDIUM,,,500
I-031476,Canada OptiGHI Vanilla Label 102821,2021-11-11,2021-11-23,9688,Internal,Shipping,XYMO Print,200084828,HP Indigo 6800B,3 - MEDIUM,,,2000
I-003419-03,Anginox 30svg label (unwind #3),2021-11-11,2021-11-23,9689,Internal,Shipping,XYMO Print,200003159,HP Indigo 6800B,3 - MEDIUM,,,500
I-011401-02,Nattokinase 120c - Labels,2021-11-11,2021-11-23,9690,Internal,Shipping,XYMO Print,200003109,HP Indigo 6800B,3 - MEDIUM,,,2000
I-022346-01,GastrAcid 90 C Label 062121,2021-11-11,2021-11-23,9693,Internal,Shipping,XYMO Print,200083978,HP Indigo 6800B,3 - MEDIUM,,,4000
I-013122-03,Liver Protect 60C - Labels,2021-11-11,2021-11-23,9694,Internal,Shipping,XYMO Print,200003485,HP Indigo 6800B,3 - MEDIUM,,,2000
I-031482,OptiMag 125 120 C Label 092921,2021-11-11,2021-11-23,9686,Internal,Shipping,XYMO Print,200084569,HP Indigo 6800B,3 - MEDIUM,,,12000
I-018680-02,Xcellent C 120C - Labels,2021-11-11,2021-11-23,9686,Internal,Shipping,XYMO Print,200003741,HP Indigo 6800B,3 - MEDIUM,,,4500
I-011379-04,T-150 120c Label,2021-11-11,2021-11-23,9691,Internal,Shipping,XYMO Print,200003129,HP Indigo 6800B,3 - MEDIUM,,,500
I-003282-04,Magnesium Citrate 120c - LABELS,2021-11-11,2021-11-23,9691,Internal,Shipping,XYMO Print,200003489,HP Indigo 6800B,3 - MEDIUM,,,4000
I-004533-07,B Activ 180C  Labels,2021-11-11,2021-11-23,9691,Internal,Shipping,XYMO Print,200003080,HP Indigo 6800B,3 - MEDIUM,,,2000
I-020067-01,D3 5000 60c Labels,2021-11-12,2021-11-23,9706,Internal,Shipping,XYMO Print,200003394,HP Indigo 6800B,3 - MEDIUM,,,2500
I-031522,Canada OptiGHI Choc SSF Label 102821,2021-11-12,2021-11-23,9709,Internal,Shipping,XYMO Print,200084831,HP Indigo 6800B,3 - MEDIUM,,,1500
I-031523,Xcellent A 3000 60c - LABELS-01,2021-11-12,2021-11-23,9711,Internal,Shipping,XYMO Print,200080314,HP Indigo 6800B,3 - MEDIUM,,,2000
I-008713-03,MonoPure 1300 EC 60c Labels Canada,2021-11-12,2021-11-23,9712,Internal,Shipping,XYMO Print,200003326,HP Indigo 6800B,3 - MEDIUM,,,1000
I-022345-02,GastrAcid 180 C Label 062121,2021-11-12,2021-11-23,9736,Internal,Shipping,XYMO Print,200083979,HP Indigo 6800B,3 - MEDIUM,,,1500
I-004650-04,ALAmax CR 60t Label 090120,2021-11-12,2021-11-23,9737,Internal,Shipping,XYMO Print,200082453,HP Indigo 6800B,3 - MEDIUM,,,2500
I-011346-02,Omega Pure 820 120c Labels,2021-11-12,2021-11-23,9739,Internal,Shipping,XYMO Print,200003529,HP Indigo 6800B,3 - MEDIUM,,,500
I-003212-04,L-Glutamine 340g Label  (UNWIND #3),2021-11-12,2021-11-23,9740,Internal,Shipping,XYMO Print,200003483,HP Indigo 6800B,3 - MEDIUM,,,500
I-014637-03,RelaxMax Cherry CANADA label,2021-11-12,2021-11-23,9741,Internal,Shipping,XYMO Print,200003351,HP Indigo 6800B,3 - MEDIUM,,,2500
I-003447-05,MonoPure 650 EC 120c Labels,2021-11-12,2021-11-23,9710,Internal,Shipping,XYMO Print,200003107,HP Indigo 6800B,3 - MEDIUM,,,3500
I-022301-01,MedCaps GI 120c labels,2021-11-12,2021-11-23,9710,Internal,Shipping,XYMO Print,200003495,HP Indigo 6800B,3 - MEDIUM,,,1000
I-003218-03,Prenatal Essentials 150c LABEL,2021-11-12,2021-11-23,9738,Internal,Shipping,XYMO Print,200082486,HP Indigo 6800B,3 - MEDIUM,,,2000
I-016941-01,CAL Prenatal Essentials 150c LABEL,2021-11-12,2021-11-23,9738,Internal,Shipping,XYMO Print,200082510,HP Indigo 6800B,3 - MEDIUM,,,500
I-014798-01,CAL CheleX 120c Label-05,2021-11-12,2021-11-23,9708,Internal,Shipping,XYMO Print,200082245,HP Indigo 6800B,3 - MEDIUM,,,1000
I-003281-05,NAC 120c Labels,2021-11-12,2021-11-23,9708,Internal,Shipping,XYMO Print,200003108,HP Indigo 6800B,3 - MEDIUM,,,6500
I-011204-05,ColonX 120C Labels,2021-11-12,2021-11-23,9708,Internal,Shipping,XYMO Print,200003084,HP Indigo 6800B,3 - MEDIUM,,,2000
I-006561-06,B Activ 90C  Labels,2021-11-12,2021-11-23,9707,Internal,Shipping,XYMO Print,200003171,HP Indigo 6800B,3 - MEDIUM,,,10000
I-030229-01,CANADA Methyl Protect Labels,2021-11-12,2021-11-23,9707,Internal,Shipping,XYMO Print,200003324,HP Indigo 6800B,3 - MEDIUM,,,500
I-004649-04,ColonX 60c Label,2021-11-12,2021-11-23,9707,Internal,Shipping,XYMO Print,200003381,HP Indigo 6800B,3 - MEDIUM,,,2500
I-004645-03,ColonX Labels Canada ePV,2021-11-12,2021-11-23,9707,Internal,Shipping,XYMO Print,200003269,HP Indigo 6800B,3 - MEDIUM,,,500
I-014931-01,Candicidal California Label 082620,2021-11-12,2021-11-23,9707,Internal,Shipping,XYMO Print,200082397,HP Indigo 6800B,3 - MEDIUM,,,500
I-006350-03,DHA from Algae 60c Labels,2021-11-12,2021-11-23,9707,Internal,Shipping,XYMO Print,200003462,HP Indigo 6800B,3 - MEDIUM,,,1000
I-003304-03,D3 2000 240C Labels,2021-11-12,2021-11-23,9707,Internal,Shipping,XYMO Print,200003090,HP Indigo 6800B,3 - MEDIUM,,,500
I-003305-04, D32000 120c Labels,2021-11-12,2021-11-23,9707,Internal,Shipping,XYMO Print,200003392,HP Indigo 6800B,3 - MEDIUM,,,3500
I-028417-01,CoQmax Omega 100mg 60 C LABELS,2021-11-12,2021-11-23,9707,Internal,Shipping,XYMO Print,200003385,HP Indigo 6800B,3 - MEDIUM,,,4000
I-006351-05,Omega MonoPure 1300 EC 120 sg Label,2021-11-15,2021-11-23,9768,Internal,Shipping,XYMO Print,200003106,HP Indigo 6800B,3 - MEDIUM,,,15000
I-008715-02,AngiNOX   480gm  label,2021-11-15,2021-11-23,9769,Internal,Shipping,XYMO Print,200003158,HP Indigo 6800B,3 - MEDIUM,,,500
I-013047-02,OrganiX PhytoFood 30 Srv. LABELS,2021-11-15,2021-11-23,9775,Internal,Shipping,XYMO Print,200003552,HP Indigo 6800B,3 - MEDIUM,,,500
I-011325-03,OptiMag Neuro Unflavored 60 Serv Labels,2021-11-15,2021-11-23,9776,Internal,Shipping,XYMO Print,200003543,HP Indigo 6800B,3 - MEDIUM,,,3985
I-014454-02,PoDioPN Tri-Fild Brochure,2021-11-15,2021-12-15,9778,Internal,Die Cutting,XYMO Print,300005263,HP Indigo 7900,3 - MEDIUM,Edward.Aponte@xymoprint.com,,3000
I-014627-02,CoQmax Ubiquinol canada labels ePV,2021-11-15,2021-11-23,9771,Internal,Shipping,XYMO Print,200003349,HP Indigo 6800B,3 - MEDIUM,,,500
I-013101-02,CoQmax Ubiquinol 60 softegels - LABELS,2021-11-15,2021-11-23,9771,Internal,Shipping,XYMO Print,200003609,HP Indigo 6800B,3 - MEDIUM,,,5000
I-003060-03,OncoPLEX 30c LABELS 081815,2021-11-15,2021-11-23,9772,Internal,Shipping,XYMO Print,200003629,HP Indigo 6800B,3 - MEDIUM,,,1000
I-013081-02,CoQmax Ubiquinol 200 mg 30 C Labels,2021-11-15,2021-11-23,9772,Internal,Shipping,XYMO Print,200003610,HP Indigo 6800B,3 - MEDIUM,,,4500
I-003303-03,PMS Soothe 60C - Labels,2021-11-15,2021-11-23,9773,Internal,Shipping,XYMO Print,200003596,HP Indigo 6800B,3 - MEDIUM,,,1500
I-024250-01,Adrenal Essence 60 C Label 071421,2021-11-15,2021-11-23,9773,Internal,Shipping,XYMO Print,200084162,HP Indigo 6800B,3 - MEDIUM,,,2000
I-013088-04,Min ReX  120c  Labels,2021-11-15,2021-11-23,9767,Internal,Shipping,XYMO Print,200003507,HP Indigo 6800B,3 - MEDIUM,,,6500
I-013089-03,Methyl Protect 120C - Labels,2021-11-15,2021-11-23,9767,Internal,Shipping,XYMO Print,200003103,HP Indigo 6800B,3 - MEDIUM,,,10000
I-024249-01,Adrenal Essence 120 C Label 071421,2021-11-15,2021-11-23,9767,Internal,Shipping,XYMO Print,200084160,HP Indigo 6800B,3 - MEDIUM,,,2500
I-003057-04,OncoPLEX 120c LABELS 081815,2021-11-15,2021-11-23,9770,Internal,Shipping,XYMO Print,200003126,HP Indigo 6800B,3 - MEDIUM,,,2000
I-004536-03,AdrenaMaX 120C label,2021-11-15,2021-11-23,9770,Internal,Shipping,XYMO Print,200003144,HP Indigo 6800B,3 - MEDIUM,,,1450
I-004534-02, NiaVasc 750 120C Label,2021-11-15,2021-11-23,9770,Internal,Shipping,XYMO Print,200003112,HP Indigo 6800B,3 - MEDIUM,,,1000
I-011402-02,Nattokinase 60c  Labels,2021-11-15,2021-11-23,9774,Internal,Shipping,XYMO Print,200003517,HP Indigo 6800B,3 - MEDIUM,,,2000
I-004550-03, NiaVasc 750 60C Label,2021-11-15,2021-11-23,9774,Internal,Shipping,XYMO Print,200003521,HP Indigo 6800B,3 - MEDIUM,,,500
I-008635-05,Resveratin Plus 60c Labels,2021-11-15,2021-11-23,9774,Internal,Shipping,XYMO Print,200003616,HP Indigo 6800B,3 - MEDIUM,,,2500
I-004549-03,Melatonin 120 T Labels,2021-11-15,2021-11-23,9774,Internal,Shipping,XYMO Print,200003101,HP Indigo 6800B,3 - MEDIUM,,,1000
I-004555-03,I SIGHT 60C - Labels,2021-11-15,2021-11-23,9774,Internal,Shipping,XYMO Print,200003471,HP Indigo 6800B,3 - MEDIUM,,,2500
I-031646,Ultimate D3/K2  60c Label,2021-11-16,2021-11-23,9803,Internal,Scheduling,XYMO Print,200007470,,,,,4236
I-006416-02,Zinc Glycinate 120C - Labels,2021-11-16,2021-11-23,9804,Internal,Shipping,XYMO Print,200003750,HP Indigo 6800B,3 - MEDIUM,,,20000
I-006512-02,CANADA Melatonin 3mg Sublingual LABELS,2021-11-16,2021-11-23,9805,Internal,Shipping,XYMO Print,200003323,HP Indigo 6800B,3 - MEDIUM,,,500
I-004553-06,Omega MonoPure 650 EC 60c - LABELS,2021-11-16,2021-11-23,9806,Internal,Shipping,XYMO Print,200003512,HP Indigo 6800B,3 - MEDIUM,,,500
I-031660,THYRESPRI0598687TORE- 120ct,2021-11-16,2021-11-23,9790,Internal,Scheduling,XYMO Print,200004957,,,,,396
I-031661,ZDL-WOLFJA--T1000,2021-11-16,2021-11-23,9790,Internal,Scheduling,XYMO Print,200056628,,,,,204
I-031662,ZDL-CHILWE--T1000 120 C,2021-11-16,2021-11-23,9790,Internal,Scheduling,XYMO Print,200082005,,,,,168
I-031669,ZDL-SALORA-GHICHOCSF 14 sv,2021-11-16,2021-11-23,9788,Internal,Scheduling,XYMO Print,200083324,,,,,48
I-031328-01,ZDL-STENMA-GHICHOCSF,2021-11-16,2021-11-23,9788,Internal,Scheduling,XYMO Print,200054783,,,,,48
I-030781-01,ZDL-AMENK-GHICHOCSF 14 sv,2021-11-16,2021-11-23,9788,Internal,Scheduling,XYMO Print,200083982,,,,,48
I-031670,ZDL-CHILWE-GHICHOCSF 14 sv,2021-11-16,2021-11-23,9788,Internal,Scheduling,XYMO Print,200082981,,,,,60
I-031671,ZDL-SIGNW-GHICHOCSF 14 sv,2021-11-16,2021-11-23,9788,Internal,Scheduling,XYMO Print,200083868,,,,,48
I-031678,ZDL-BLOOB-GHIVAN,2021-11-16,2021-11-23,9789,Internal,Scheduling,XYMO Print,200039032,,,,,24
I-031679,ZDL-BROWFRE-GHIVAN,2021-11-16,2021-11-23,9789,Internal,Scheduling,XYMO Print,200039516,,,,,24
I-031680,Detox Synergy Van labels,2021-11-16,2021-11-23,9789,Internal,Scheduling,XYMO Print,200030242,,,,,48
I-029708-01,ZDL-TALIM-GHIVAN,2021-11-16,2021-11-23,9789,Internal,Scheduling,XYMO Print,200055263,,,,,48
I-031681,ZDL-ALTMJO-GHIVAN,2021-11-16,2021-11-23,9789,Internal,Scheduling,XYMO Print,200038033,,,,,24
I-030422-01,ZDL-SIEGRO-GHIVAN,2021-11-16,2021-11-23,9789,Internal,Scheduling,XYMO Print,200053766,,,,,24
I-031697,VEINAWAY 60 CAPSULES,2021-11-16,2021-11-23,9787,Internal,Scheduling,XYMO Print,200009634,,,,,60
I-031698,ZDL-SULTF-DIOV,2021-11-16,2021-11-23,9787,Internal,Scheduling,XYMO Print,200055028,,,,,60
I-031699,ZDL-SHIPA-DIOV,2021-11-16,2021-11-23,9787,Internal,Scheduling,XYMO Print,200053697,,,,,60
I-031700,ZDL-IRVING-DIOV,2021-11-16,2021-11-23,9787,Internal,Scheduling,XYMO Print,200046143,,,,,36
I-031701,ZDL-ROBEJER-DIOV 60 C,2021-11-16,2021-11-23,9787,Internal,Scheduling,XYMO Print,200082731,,,,,36
I-031702,ZDL-TALIM-DIOV,2021-11-16,2021-11-23,9787,Internal,Scheduling,XYMO Print,200055257,,,,,36
I-031703,ZDL-MASOD-DIOV,2021-11-16,2021-11-23,9787,Internal,Scheduling,XYMO Print,200025541,,,,,1104
I-031578-01,ZDL-DOUIJ-DIOV,2021-11-16,2021-11-23,9787,Internal,Scheduling,XYMO Print,200041729,,,,,588
I-031704,ZDL-WOLFJA-DIOV,2021-11-16,2021-11-23,9787,Internal,Scheduling,XYMO Print,200056611,,,,,312
I-031393-01,ZDL-HAASD-DIOV,2021-11-16,2021-11-23,9787,Internal,Scheduling,XYMO Print,200044116,,,,,144
I-031270-01,ZDL-ELYAY-DIOV,2021-11-16,2021-11-23,9787,Internal,Scheduling,XYMO Print,200042158,,,,,96
I-031705,ZDL-NANDRA-DIOV,2021-11-16,2021-11-23,9787,Internal,Scheduling,XYMO Print,200050111,,,,,72
I-031706,VascuLean labels,2021-11-16,2021-11-23,9787,Internal,Scheduling,XYMO Print,200004982,,,,,60
I-031071-01,ZDL-BOCKK-DIOV,2021-11-16,2021-11-23,9787,Internal,Scheduling,XYMO Print,200039161,,,,,60
I-031714,ZDL-NOWODO-MANN,2021-11-17,2021-11-24,9827,Internal,Scheduling,XYMO Print,200050539,,,,,84
I-031715,Urinary tract Support labels,2021-11-17,2021-11-24,9827,Internal,Scheduling,XYMO Print,200007469,,,,,84
I-031728,GLUTAMINE,2021-11-17,2021-11-24,9826,Internal,Scheduling,XYMO Print,200036502,,,,,72
I-031032-01,ZDL-BROET-LGLUT,2021-11-17,2021-11-24,9826,Internal,Scheduling,XYMO Print,200007432,,,,,72
I-029231-03,ZDL-MUNSL-LGLUT,2021-11-17,2021-11-24,9826,Internal,Scheduling,XYMO Print,200081001,,,,,204
I-031729,ZDL-VALLG-LGLUT,2021-11-17,2021-11-24,9826,Internal,Scheduling,XYMO Print,200055782,,,,,72
I-031730,ZDL-DISHM-LGLUT,2021-11-17,2021-11-24,9826,Internal,Scheduling,XYMO Print,200041648,,,,,48
I-031731,ZDL-GATCJ-LGLUT,2021-11-17,2021-11-24,9826,Internal,Scheduling,XYMO Print,200043233,,,,,48
I-031732,ZDL-GONZB-LGLUT 85 sv,2021-11-17,2021-11-24,9826,Internal,Scheduling,XYMO Print,200082581,,,,,48
I-031733,ZDL-EDGRS-ANWOC,2021-11-17,2021-11-24,9825,Internal,Scheduling,XYMO Print,200041922,,,,,96
I-031734,ZDL-DISHM-ANWOC,2021-11-17,2021-11-24,9825,Internal,Scheduling,XYMO Print,200041631,,,,,60
I-031735,ZDL-CHAMKE-ANWOC,2021-11-17,2021-11-24,9825,Internal,Scheduling,XYMO Print,200040266,,,,,36
I-031736,ZDL-HAASD-ANWOC,2021-11-17,2021-11-24,9825,Internal,Scheduling,XYMO Print,200044092,,,,,36
I-029683-01,ZDL-HELMPA-ANWOC 120 C,2021-11-17,2021-11-24,9825,Internal,Scheduling,XYMO Print,200081794,,,,,744
I-031737,ZDL-LEVEIA-ANWOC,2021-11-17,2021-11-24,9825,Internal,Scheduling,XYMO Print,200047866,,,,,36
I-031738,ZDL-MUNSL-ANWOC,2021-11-17,2021-11-24,9825,Internal,Scheduling,XYMO Print,200049875,,,,,36
I-031739,ZDL-10139260-ANWOC 120 C,2021-11-17,2021-11-24,9825,Internal,Scheduling,XYMO Print,200083360,,,,,24
I-031740,ZDL-BROET--T1000 120 C,2021-11-17,2021-11-24,9844,Internal,Scheduling,XYMO Print,200082449,,,,,132
I-030817-01,ZDL-PARAN--T1000,2021-11-17,2021-11-24,9844,Internal,Scheduling,XYMO Print,200051016,,,,,72
I-031741,ZDL-GATCJ--T1000,2021-11-17,2021-11-24,9844,Internal,Scheduling,XYMO Print,200043259,,,,,48
I-030409-01,ZDL-JOCKD--T1000,2021-11-17,2021-11-24,9844,Internal,Scheduling,XYMO Print,200046517,,,,,84
I-031742,ZDL-KINNER--T1000 120 C,2021-11-17,2021-11-24,9844,Internal,Scheduling,XYMO Print,200081753,,,,,72
I-031743,ZDL-LEMUM--T1000,2021-11-17,2021-11-24,9844,Internal,Scheduling,XYMO Print,200047791,,,,,96
I-031744,ZDL-MATAFR--T1000,2021-11-17,2021-11-24,9844,Internal,Scheduling,XYMO Print,200048814,,,,,36
I-031745,ZDL-NAVAHEALTH--T1000,2021-11-17,2021-11-24,9844,Internal,Scheduling,XYMO Print,200050195,,,,,48
I-031746,ZDL-RANDCL--T1000,2021-11-17,2021-11-24,9844,Internal,Scheduling,XYMO Print,200052372,,,,,24
I-031672-01,ZDL-SOUTR--T1000,2021-11-17,2021-11-24,9844,Internal,Scheduling,XYMO Print,200054570,,,,,24
I-031747,ZDL-ABRAMARI--T1000 120 C,2021-11-17,2021-11-24,9844,Internal,Scheduling,XYMO Print,200083880,,,,,36
I-031766,ZDL-SEBEP-FFVCOVAN,2021-11-17,2021-11-24,9845,Internal,Scheduling,XYMO Print,200053398,,,,,72
I-031767,ZDL-ENGEKE-FFVCOVAN,2021-11-17,2021-11-24,9845,Internal,Scheduling,XYMO Print,200042309,,,,,156
I-031768,ZDL-GOLAL-FFVCOVAN,2021-11-17,2021-11-24,9845,Internal,Scheduling,XYMO Print,200043587,,,,,120
I-031769,ZDL-WALLDAV-FFVCOVAN 14 sv,2021-11-17,2021-11-24,9845,Internal,Scheduling,XYMO Print,200081843,,,,,84
I-031770,ZDL-MCWHJ-FFVCOVAN,2021-11-17,2021-11-24,9845,Internal,Scheduling,XYMO Print,200048925,,,,,60
I-031771,ZDL-NIELCA-FFVCOVAN,2021-11-17,2021-11-24,9845,Internal,Scheduling,XYMO Print,200050459,,,,,60
I-031772,ZDL-STEWKE-FFVCOVAN,2021-11-17,2021-11-24,9845,Internal,Scheduling,XYMO Print,200054880,,,,,60
I-031773,ZDL-GIBSR-FFVCOVAN,2021-11-17,2021-11-24,9845,Internal,Scheduling,XYMO Print,200043532,,,,,48
I-031774,ZDL-NASHPA2-FFVCOVAN,2021-11-17,2021-11-24,9845,Internal,Scheduling,XYMO Print,200050135,,,,,48
I-031775,ZDL-NASHPA5-FFVCOVAN,2021-11-17,2021-11-24,9845,Internal,Scheduling,XYMO Print,200050160,,,,,48
I-031776,ZDL-TALIM-FFVCOVAN,2021-11-17,2021-11-24,9845,Internal,Scheduling,XYMO Print,200055259,,,,,48
I-031777,ZDL-DENNSUS-FFVCOVAN,2021-11-17,2021-11-24,9845,Internal,Scheduling,XYMO Print,200041471,,,,,36
I-031778,ZDL-NASHPA6-FFVCOVAN 14 sv,2021-11-17,2021-11-24,9845,Internal,Scheduling,XYMO Print,200081764,,,,,24
I-031779,Ultimate Multiple Vegan Food Van labels,2021-11-17,2021-11-24,9845,Internal,Scheduling,XYMO Print,200007482,,,,,24
I-031780,ZDL-CRONM-FFVCOVAN,2021-11-17,2021-11-24,9845,Internal,Scheduling,XYMO Print,200040979,,,,,24
I-031781,ZDL-GUILGE-FFVCOVAN,2021-11-17,2021-11-24,9845,Internal,Scheduling,XYMO Print,200043996,,,,,24
I-031792,ZDL-STEWKE-T1000,2021-11-17,2021-11-24,9843,Internal,Scheduling,XYMO Print,200054896,,,,,288
I-029948-02,ZDL-DOUIJ-T1000,2021-11-17,2021-11-24,9843,Internal,Scheduling,XYMO Print,200041747,,,,,120
I-031793,MITO THYROID 60 TABLETS,2021-11-17,2021-11-24,9843,Internal,Scheduling,XYMO Print,200009721,,,,,60
I-031794,ZDL-AGOLG-T1000,2021-11-17,2021-11-24,9843,Internal,Scheduling,XYMO Print,200004903,,,,,48
I-031388-01,ZDL-BERNDAR-T1000,2021-11-17,2021-11-24,9843,Internal,Scheduling,XYMO Print,200038815,,,,,48
I-031795,ZDL-JOCKD-T1000,2021-11-17,2021-11-24,9843,Internal,Scheduling,XYMO Print,200046516,,,,,48
I-031796,ZDL-RANDCL-T1000,2021-11-17,2021-11-24,9843,Internal,Scheduling,XYMO Print,200052371,,,,,48
I-031797,ZDL-THRIVEMD-T1000 60 C,2021-11-17,2021-11-24,9843,Internal,Scheduling,XYMO Print,200082536,,,,,48
I-031798,ZDL-CAPAA-T1000,2021-11-17,2021-11-24,9843,Internal,Scheduling,XYMO Print,200008063,,,,,36
I-030899-01,ZDL-DELAG-T1000,2021-11-17,2021-11-24,9843,Internal,Scheduling,XYMO Print,200041361,,,,,36
I-031799,ZDL-MORTCR-T1000,2021-11-17,2021-11-24,9843,Internal,Scheduling,XYMO Print,200049780,,,,,36
I-031800,ZDL-POLICH-T1000,2021-11-17,2021-11-24,9843,Internal,Scheduling,XYMO Print,200051827,,,,,36
I-031801,ZDL-GERREZ-T1000,2021-11-17,2021-11-24,9843,Internal,Scheduling,XYMO Print,200043383,,,,,24
I-031802,ZDL-HAKIP-T1000,2021-11-17,2021-11-24,9843,Internal,Scheduling,XYMO Print,200044283,,,,,24
I-031695-01,ZDL-INNERGYINTEGRAT-T1000,2021-11-17,2021-11-24,9843,Internal,Scheduling,XYMO Print,200046086,,,,,24
I-031249-01,ZDL-LAZZB-T1000,2021-11-17,2021-11-24,9843,Internal,Scheduling,XYMO Print,200047607,,,,,24
I-031803,ZDL-THACM-T1000 60 C,2021-11-17,2021-11-24,9843,Internal,Scheduling,XYMO Print,200082741,,,,,24
I-031820,ZDL-DISHM-MP650,2021-11-17,2021-11-23,9824,Internal,Scheduling,XYMO Print,200041652,,,,,696
I-031582-01,ZDL-DENNSUS-MP650,2021-11-17,2021-11-23,9824,Internal,Scheduling,XYMO Print,200080512,,,,,276
I-031821,ZDL-DAVIJEFFR3-MP6,2021-11-17,2021-11-23,9824,Internal,Scheduling,XYMO Print,200009589,,,,,1212
I-031580-01,ZDL-DOUIJ-MP650,2021-11-17,2021-11-23,9824,Internal,Scheduling,XYMO Print,200041737,,,,,660
I-031822,ZDL-ULTIMATELIFE2-MP650 60 sg,2021-11-17,2021-11-23,9824,Internal,Scheduling,XYMO Print,200081892,,,,,636
I-031823,ZDL-POURK-MP650,2021-11-17,2021-11-23,9824,Internal,Scheduling,XYMO Print,200029276,,,,,240
I-031824,ZDL-NAVAHEALTH-MP650,2021-11-17,2021-11-23,9824,Internal,Scheduling,XYMO Print,200080323,,,,,204
I-031825,ZDL-CABEA-MP650,2021-11-17,2021-11-23,9824,Internal,Scheduling,XYMO Print,200039749,,,,,192
I-031826,ZDL-URIBM-MP650 60 sg,2021-11-17,2021-11-23,9824,Internal,Scheduling,XYMO Print,200082862,,,,,180
I-031827,ZDL-JUDDMI-MP650 60 sg,2021-11-17,2021-11-23,9824,Internal,Scheduling,XYMO Print,200083040,,,,,156
I-031828,ZDL-HOLTKE-MP650,2021-11-17,2021-11-23,9824,Internal,Scheduling,XYMO Print,200045568,,,,,144
I-031829,ZDL-MCWHJ-MP650,2021-11-17,2021-11-23,9824,Internal,Scheduling,XYMO Print,200048934,,,,,144
